Order ID,Order Date,YEAR,MONTH,Customer Name,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2011-167927,2011-01-21,2011,1,Xylona Preis,Central,Office Supplies,Storage,66.58,2,0.00,15.98
CA-2011-167927,2011-01-21,2011,1,Xylona Preis,Central,Office Supplies,Art,43.92,3,0.00,12.74
CA-2011-167927,2011-01-21,2011,1,Xylona Preis,Central,Furniture,Furnishings,14.73,3,0.00,4.86
CA-2011-167927,2011-01-21,2011,1,Xylona Preis,Central,Office Supplies,Binders,29.70,5,0.00,13.37
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Technology,Phones,699.93,7,0.00,181.98
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Office Supplies,Art,22.96,7,0.00,6.66
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Furniture,Furnishings,38.60,4,0.00,11.58
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Office Supplies,Art,6.63,3,0.00,1.79
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Office Supplies,Envelopes,23.34,3,0.00,10.97
US-2011-147627,2011-01-21,2011,1,Hunter Lopez,South,Furniture,Chairs,1067.94,3,0.00,224.27
US-2011-147774,2011-01-21,2011,1,Muhammed MacIntyre,South,Office Supplies,Binders,67.19,1,0.70,-51.52
CA-2011-110422,2011-01-22,2011,1,Tom Boeckenhauer,South,Furniture,Furnishings,25.25,3,0.20,4.10
CA-2011-102645,2011-01-24,2011,1,Ionia McGrath,West,Office Supplies,Paper,40.08,6,0.00,19.24
CA-2011-146997,2011-01-24,2011,1,Speros Goranitis,Central,Office Supplies,Fasteners,5.94,3,0.00,0.00
CA-2011-167997,2011-01-27,2011,1,Carol Adams,Central,Office Supplies,Binders,10.68,2,0.00,5.02
CA-2011-167997,2011-01-27,2011,1,Carol Adams,Central,Furniture,Bookcases,141.96,2,0.00,39.75
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Furniture,Furnishings,62.82,3,0.00,30.78
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Office Supplies,Storage,489.92,8,0.00,0.00
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Office Supplies,Paper,19.44,3,0.00,9.33
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Office Supplies,Paper,16.68,2,0.00,8.34
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Technology,Phones,155.35,13,0.00,0.00
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Furniture,Furnishings,12.42,3,0.00,4.47
US-2011-155502,2011-01-27,2011,1,Shirley Daniels,South,Technology,Phones,187.98,2,0.00,52.63
US-2011-117163,2011-01-28,2011,1,Ed Jacobs,West,Office Supplies,Storage,57.23,1,0.00,14.31
US-2011-117163,2011-01-28,2011,1,Ed Jacobs,West,Furniture,Tables,333.00,3,0.20,-16.65
US-2011-117163,2011-01-28,2011,1,Ed Jacobs,West,Office Supplies,Art,36.44,4,0.00,12.03
CA-2011-100328,2011-01-29,2011,1,Jasper Cacioppo,East,Office Supplies,Binders,3.93,1,0.20,1.33
CA-2011-134103,2011-01-31,2011,1,Mike Vittorini,Central,Office Supplies,Paper,10.56,2,0.00,4.75
CA-2011-134103,2011-01-31,2011,1,Mike Vittorini,Central,Office Supplies,Storage,229.94,2,0.00,6.90
CA-2011-115161,2011-02-01,2011,2,Liz Carlisle,West,Furniture,Bookcases,290.67,2,0.15,3.42
CA-2011-140795,2011-02-02,2011,2,Bradley Drucker,Central,Technology,Accessories,468.90,6,0.00,206.32
CA-2011-123400,2011-02-03,2011,2,Eric Barreto,South,Office Supplies,Binders,18.34,2,0.70,-12.22
CA-2011-123400,2011-02-03,2011,2,Eric Barreto,South,Technology,Phones,180.96,5,0.20,13.57
CA-2011-139857,2011-02-03,2011,2,Cynthia Delaney,West,Office Supplies,Fasteners,12.35,5,0.00,5.80
CA-2011-111059,2011-02-04,2011,2,Tom Boeckenhauer,West,Office Supplies,Binders,83.84,2,0.20,27.25
CA-2011-111059,2011-02-04,2011,2,Tom Boeckenhauer,West,Office Supplies,Binders,13.27,3,0.20,4.31
CA-2011-104808,2011-02-05,2011,2,Mark Haberlin,West,Office Supplies,Binders,17.25,2,0.20,6.04
CA-2011-107181,2011-02-05,2011,2,Deborah Brumfield,West,Office Supplies,Binders,82.90,3,0.20,29.01
CA-2011-107181,2011-02-05,2011,2,Deborah Brumfield,West,Office Supplies,Paper,34.24,4,0.00,16.09
CA-2011-108182,2011-02-07,2011,2,Delfina Latchford,Central,Office Supplies,Binders,8.95,2,0.80,-14.77
CA-2011-131905,2011-02-07,2011,2,Neil Ducich,South,Office Supplies,Labels,15.00,4,0.00,7.20
CA-2011-131905,2011-02-07,2011,2,Neil Ducich,South,Technology,Phones,161.61,1,0.00,42.02
CA-2011-131905,2011-02-07,2011,2,Neil Ducich,South,Technology,Phones,144.95,5,0.00,42.04
CA-2011-107755,2011-02-08,2011,2,Cyma Kinney,East,Technology,Accessories,115.36,7,0.00,49.60
US-2011-169390,2011-02-08,2011,2,Chris Selesnick,East,Office Supplies,Storage,64.96,4,0.00,9.74
CA-2011-125759,2011-02-09,2011,2,Nathan Mautz,West,Furniture,Furnishings,14.56,2,0.00,5.53
CA-2011-127614,2011-02-12,2011,2,Natalie Fritzler,South,Technology,Accessories,234.45,3,0.00,103.16
CA-2011-127614,2011-02-12,2011,2,Natalie Fritzler,South,Furniture,Tables,1256.22,6,0.00,75.37
CA-2011-127614,2011-02-12,2011,2,Natalie Fritzler,South,Office Supplies,Binders,17.46,2,0.00,8.21
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Furniture,Chairs,60.89,1,0.00,15.22
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Office Supplies,Labels,14.94,3,0.00,6.87
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Office Supplies,Binders,9.64,2,0.00,4.43
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Furniture,Furnishings,332.94,3,0.00,53.27
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Office Supplies,Binders,51.90,3,0.00,24.39
CA-2011-168368,2011-02-12,2011,2,Guy Armstrong,Central,Office Supplies,Storage,64.96,2,0.00,2.60
US-2011-110674,2011-02-13,2011,2,Sanjit Chand,West,Furniture,Chairs,129.57,2,0.20,-24.29
CA-2011-107706,2011-02-15,2011,2,Shui Tom,Central,Office Supplies,Paper,16.18,3,0.20,6.07
CA-2011-121762,2011-02-15,2011,2,Marina Lichtenstein,West,Technology,Accessories,239.97,3,0.00,86.39
CA-2011-121762,2011-02-15,2011,2,Marina Lichtenstein,West,Office Supplies,Appliances,81.96,2,0.00,22.95
CA-2011-121762,2011-02-15,2011,2,Marina Lichtenstein,West,Office Supplies,Supplies,238.62,2,0.00,4.77
CA-2011-165568,2011-02-16,2011,2,Barry Französisch,West,Office Supplies,Binders,21.36,5,0.20,7.21
CA-2011-122567,2011-02-17,2011,2,Michael Nguyen,Central,Office Supplies,Binders,1.08,3,0.80,-1.73
CA-2011-122567,2011-02-17,2011,2,Michael Nguyen,Central,Office Supplies,Appliances,7.96,2,0.80,-13.93
CA-2011-154165,2011-02-18,2011,2,Delfina Latchford,Central,Office Supplies,Art,54.21,14,0.20,8.81
CA-2011-152905,2011-02-19,2011,2,Aaron Bergman,Central,Office Supplies,Storage,12.62,2,0.20,-2.52
US-2011-165589,2011-02-19,2011,2,Troy Blackwell,Central,Furniture,Furnishings,25.16,5,0.60,-11.32
CA-2011-109491,2011-02-21,2011,2,Linda Cazamias,Central,Technology,Accessories,62.31,3,0.00,22.43
CA-2011-109491,2011-02-21,2011,2,Linda Cazamias,Central,Furniture,Furnishings,20.32,4,0.00,6.91
CA-2011-164903,2011-02-21,2011,2,Steven Roelle,West,Office Supplies,Paper,12.96,2,0.00,6.22
CA-2011-165540,2011-02-22,2011,2,Tamara Manning,Central,Office Supplies,Binders,8.85,5,0.80,-13.72
CA-2011-133354,2011-02-23,2011,2,Sue Ann Reed,West,Office Supplies,Paper,19.44,3,0.00,9.33
CA-2011-103744,2011-02-24,2011,2,Michael Grace,Central,Office Supplies,Labels,6.94,3,0.20,2.34
CA-2011-103744,2011-02-24,2011,2,Michael Grace,Central,Office Supplies,Binders,4.43,3,0.80,-6.86
US-2011-137680,2011-02-25,2011,2,Jennifer Halladay,West,Office Supplies,Paper,32.90,4,0.20,11.10
US-2011-137680,2011-02-25,2011,2,Jennifer Halladay,West,Office Supplies,Paper,22.78,3,0.20,7.69
CA-2011-156545,2011-02-28,2011,2,Joy Smith,East,Office Supplies,Art,19.46,4,0.20,3.40
CA-2011-104269,2011-03-01,2011,3,Dave Brooks,West,Furniture,Chairs,457.57,2,0.20,51.48
CA-2011-113880,2011-03-01,2011,3,Vicky Freymann,Central,Furniture,Chairs,634.12,6,0.30,-172.12
CA-2011-113880,2011-03-01,2011,3,Vicky Freymann,Central,Office Supplies,Paper,17.47,3,0.20,5.68
CA-2011-131009,2011-03-01,2011,3,Shahid Collister,Central,Office Supplies,Fasteners,18.84,5,0.20,-3.53
CA-2011-131009,2011-03-01,2011,3,Shahid Collister,Central,Furniture,Chairs,362.25,6,0.30,0.00
CA-2011-131009,2011-03-01,2011,3,Shahid Collister,Central,Furniture,Furnishings,63.55,6,0.60,-34.95
CA-2011-131009,2011-03-01,2011,3,Shahid Collister,Central,Office Supplies,Storage,129.55,3,0.20,-22.67
CA-2011-168312,2011-03-01,2011,3,Giulietta Weimer,Central,Office Supplies,Storage,137.35,3,0.20,8.58
CA-2011-168312,2011-03-01,2011,3,Giulietta Weimer,Central,Furniture,Tables,376.51,3,0.30,-43.03
US-2011-143707,2011-03-01,2011,3,Hallie Redmond,East,Technology,Phones,5.94,3,0.00,1.60
CA-2011-107524,2011-03-02,2011,3,Kristina Nunn,East,Office Supplies,Envelopes,11.36,2,0.00,5.34
CA-2011-107524,2011-03-02,2011,3,Kristina Nunn,East,Office Supplies,Paper,36.40,5,0.00,17.47
CA-2011-111157,2011-03-02,2011,3,Nicole Hansen,East,Office Supplies,Paper,3.42,1,0.20,1.07
CA-2011-111157,2011-03-02,2011,3,Nicole Hansen,East,Technology,Accessories,151.20,3,0.20,32.13
CA-2011-105648,2011-03-03,2011,3,Eva Jacobs,West,Furniture,Tables,626.35,3,0.20,-23.49
CA-2011-127964,2011-03-03,2011,3,Anne Pryor,East,Technology,Phones,9.99,1,0.00,4.60
CA-2011-127964,2011-03-03,2011,3,Anne Pryor,East,Office Supplies,Binders,125.76,3,0.20,40.87
CA-2011-127964,2011-03-03,2011,3,Anne Pryor,East,Office Supplies,Binders,25.32,5,0.20,9.18
CA-2011-130421,2011-03-03,2011,3,Sam Craven,Central,Office Supplies,Appliances,176.77,3,0.80,-459.61
CA-2011-155852,2011-03-03,2011,3,Ashley Jarboe,South,Office Supplies,Art,19.46,4,0.20,3.40
US-2011-127978,2011-03-03,2011,3,Jill Stevenson,East,Office Supplies,Labels,15.12,3,0.20,4.91
US-2011-127978,2011-03-03,2011,3,Jill Stevenson,East,Furniture,Bookcases,302.45,5,0.50,-199.62
US-2011-127978,2011-03-03,2011,3,Jill Stevenson,East,Office Supplies,Storage,44.67,8,0.20,-10.05
CA-2011-116239,2011-03-04,2011,3,Clay Ludtke,South,Office Supplies,Storage,354.90,5,0.00,17.75
CA-2011-117016,2011-03-04,2011,3,Sanjit Chand,South,Office Supplies,Art,15.55,3,0.20,2.33
CA-2011-169061,2011-03-05,2011,3,Aimee Bixby,East,Office Supplies,Art,59.52,3,0.00,15.48
CA-2011-169061,2011-03-05,2011,3,Aimee Bixby,East,Technology,Accessories,479.97,3,0.00,177.59
CA-2011-169061,2011-03-05,2011,3,Aimee Bixby,East,Office Supplies,Supplies,18.62,2,0.00,5.40
CA-2011-169061,2011-03-05,2011,3,Aimee Bixby,East,Office Supplies,Binders,49.63,6,0.20,16.75
CA-2011-169061,2011-03-05,2011,3,Aimee Bixby,East,Office Supplies,Paper,97.82,2,0.00,45.98
CA-2011-104563,2011-03-07,2011,3,Craig Molinari,West,Office Supplies,Art,20.65,5,0.00,9.50
CA-2011-104563,2011-03-07,2011,3,Craig Molinari,West,Office Supplies,Storage,204.90,5,0.00,0.00
CA-2011-104563,2011-03-07,2011,3,Craig Molinari,West,Furniture,Chairs,436.70,6,0.20,21.84
CA-2011-104563,2011-03-07,2011,3,Craig Molinari,West,Furniture,Chairs,481.57,2,0.20,54.18
CA-2011-156587,2011-03-07,2011,3,Aaron Bergman,West,Furniture,Chairs,48.71,1,0.20,5.48
CA-2011-156587,2011-03-07,2011,3,Aaron Bergman,West,Office Supplies,Art,17.94,3,0.00,4.66
CA-2011-156587,2011-03-07,2011,3,Aaron Bergman,West,Office Supplies,Storage,242.94,3,0.00,4.86
US-2011-131982,2011-03-07,2011,3,Nora Pelletier,West,Office Supplies,Binders,107.65,2,0.20,33.64
US-2011-100279,2011-03-10,2011,3,Scott Williamson,Central,Office Supplies,Paper,22.38,2,0.00,10.74
US-2011-140116,2011-03-10,2011,3,Kean Thornton,West,Office Supplies,Storage,636.41,3,0.20,-15.91
US-2011-140116,2011-03-10,2011,3,Kean Thornton,West,Office Supplies,Art,83.17,4,0.20,9.36
CA-2011-114790,2011-03-11,2011,3,Filia McAdams,South,Office Supplies,Appliances,146.76,3,0.00,38.16
CA-2011-114790,2011-03-11,2011,3,Filia McAdams,South,Technology,Accessories,32.96,2,0.00,14.17
CA-2011-114790,2011-03-11,2011,3,Filia McAdams,South,Technology,Phones,587.97,3,0.00,164.63
CA-2011-114790,2011-03-11,2011,3,Filia McAdams,South,Office Supplies,Paper,14.94,3,0.00,7.02
CA-2011-158337,2011-03-11,2011,3,Kelly Andreada,East,Office Supplies,Paper,108.92,14,0.00,49.01
CA-2011-166884,2011-03-11,2011,3,Chloris Kastensmidt,East,Furniture,Furnishings,8.32,5,0.20,2.29
CA-2011-166884,2011-03-11,2011,3,Chloris Kastensmidt,East,Office Supplies,Fasteners,10.46,6,0.20,1.70
US-2011-103338,2011-03-11,2011,3,Richard Bierner,West,Office Supplies,Art,7.98,3,0.00,2.07
CA-2011-100293,2011-03-14,2011,3,Neil Französisch,South,Office Supplies,Paper,91.06,6,0.20,31.87
CA-2011-114510,2011-03-14,2011,3,Jason Fortune-,West,Office Supplies,Binders,33.09,4,0.20,11.17
CA-2011-114510,2011-03-14,2011,3,Jason Fortune-,West,Office Supplies,Storage,80.98,1,0.00,3.24
CA-2011-114510,2011-03-14,2011,3,Jason Fortune-,West,Technology,Accessories,82.80,12,0.00,6.62
CA-2011-114510,2011-03-14,2011,3,Jason Fortune-,West,Office Supplies,Storage,21.36,2,0.00,5.77
CA-2011-114510,2011-03-14,2011,3,Jason Fortune-,West,Office Supplies,Binders,62.05,2,0.20,20.17
CA-2011-152618,2011-03-14,2011,3,Rick Bensley,Central,Technology,Machines,574.91,2,0.30,156.05
CA-2011-152618,2011-03-14,2011,3,Rick Bensley,Central,Office Supplies,Paper,8.45,2,0.20,2.64
CA-2011-157623,2011-03-14,2011,3,Dean Katz,West,Office Supplies,Paper,10.56,2,0.00,4.75
CA-2011-157623,2011-03-14,2011,3,Dean Katz,West,Office Supplies,Art,3.38,1,0.00,1.25
US-2011-125521,2011-03-14,2011,3,Christine Kargatis,South,Furniture,Chairs,1139.92,4,0.00,284.98
CA-2011-149958,2011-03-15,2011,3,Alan Shonely,South,Office Supplies,Storage,142.78,1,0.20,17.85
CA-2011-149958,2011-03-15,2011,3,Alan Shonely,South,Furniture,Furnishings,45.70,3,0.20,5.14
CA-2011-149958,2011-03-15,2011,3,Alan Shonely,South,Office Supplies,Binders,7.22,3,0.70,-5.53
CA-2011-149958,2011-03-15,2011,3,Alan Shonely,South,Office Supplies,Binders,43.19,4,0.70,-31.67
CA-2011-149958,2011-03-15,2011,3,Alan Shonely,South,Office Supplies,Paper,131.90,3,0.20,47.82
CA-2011-157609,2011-03-16,2011,3,Kristina Nunn,South,Technology,Phones,471.92,2,0.20,29.50
CA-2011-118339,2011-03-17,2011,3,Bradley Nguyen,Central,Office Supplies,Appliances,93.78,2,0.00,36.57
CA-2011-118339,2011-03-17,2011,3,Bradley Nguyen,Central,Office Supplies,Paper,47.18,7,0.00,23.59
CA-2011-118339,2011-03-17,2011,3,Bradley Nguyen,Central,Office Supplies,Art,19.68,6,0.00,5.71
CA-2011-118339,2011-03-17,2011,3,Bradley Nguyen,Central,Office Supplies,Binders,53.40,10,0.00,25.10
CA-2011-118339,2011-03-17,2011,3,Bradley Nguyen,Central,Office Supplies,Binders,35.88,6,0.00,17.22
CA-2011-127859,2011-03-17,2011,3,Quincy Jones,East,Office Supplies,Paper,126.62,6,0.20,41.15
CA-2011-158442,2011-03-17,2011,3,Annie Zypern,Central,Office Supplies,Art,4.45,2,0.20,0.33
CA-2011-158442,2011-03-17,2011,3,Annie Zypern,Central,Office Supplies,Paper,5.18,1,0.20,1.88
CA-2011-158442,2011-03-17,2011,3,Annie Zypern,Central,Office Supplies,Paper,15.55,3,0.20,5.44
US-2011-148838,2011-03-17,2011,3,Christine Phan,East,Furniture,Tables,1579.75,7,0.40,-447.59
US-2011-148838,2011-03-17,2011,3,Christine Phan,East,Furniture,Tables,1071.58,4,0.40,-553.65
US-2011-148838,2011-03-17,2011,3,Christine Phan,East,Furniture,Tables,613.91,3,0.40,-122.78
US-2011-148838,2011-03-17,2011,3,Christine Phan,East,Office Supplies,Paper,34.86,7,0.00,16.38
US-2011-148838,2011-03-17,2011,3,Christine Phan,East,Office Supplies,Paper,155.04,4,0.00,75.97
US-2011-164763,2011-03-17,2011,3,Mark Haberlin,South,Office Supplies,Binders,11.43,3,0.00,5.37
US-2011-164763,2011-03-17,2011,3,Mark Haberlin,South,Office Supplies,Binders,30.44,2,0.00,14.92
US-2011-164763,2011-03-17,2011,3,Mark Haberlin,South,Office Supplies,Paper,12.96,2,0.00,6.35
US-2011-164763,2011-03-17,2011,3,Mark Haberlin,South,Office Supplies,Paper,16.00,4,0.00,7.68
US-2011-164763,2011-03-17,2011,3,Mark Haberlin,South,Office Supplies,Appliances,32.67,3,0.00,8.49
CA-2011-111871,2011-03-18,2011,3,Eileen Kiefer,West,Furniture,Bookcases,1198.33,10,0.15,70.49
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Technology,Machines,821.30,4,0.50,-16.43
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Technology,Machines,22638.48,6,0.50,-1811.08
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Office Supplies,Paper,21.38,4,0.20,7.48
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Office Supplies,Art,8.02,3,0.20,1.00
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Furniture,Furnishings,30.77,2,0.20,8.08
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Office Supplies,Fasteners,18.94,3,0.20,5.92
CA-2011-145317,2011-03-18,2011,3,Sean Miller,South,Furniture,Furnishings,122.35,3,0.20,15.29
US-2011-131275,2011-03-18,2011,3,Sample Company A,West,Furniture,Furnishings,111.00,2,0.00,14.43
US-2011-131275,2011-03-18,2011,3,Sample Company A,West,Technology,Machines,1279.97,4,0.20,415.99
US-2011-131275,2011-03-18,2011,3,Sample Company A,West,Office Supplies,Storage,1856.19,7,0.00,334.11
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Technology,Phones,323.98,3,0.20,28.35
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Office Supplies,Labels,11.81,4,0.20,3.99
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Office Supplies,Storage,26.16,3,0.20,1.96
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Office Supplies,Binders,33.57,5,0.70,-25.74
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Furniture,Furnishings,4.99,3,0.20,1.37
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Furniture,Furnishings,20.02,3,0.20,5.50
CA-2011-103989,2011-03-19,2011,3,Matt Connell,South,Technology,Accessories,170.24,2,0.20,53.20
CA-2011-140004,2011-03-21,2011,3,Cassandra Brandow,East,Office Supplies,Art,7.41,2,0.20,1.20
CA-2011-140004,2011-03-21,2011,3,Cassandra Brandow,East,Office Supplies,Art,6.05,3,0.20,1.59
CA-2011-163223,2011-03-21,2011,3,Kristen Hastings,South,Technology,Phones,3499.93,7,0.00,909.98
CA-2011-163223,2011-03-21,2011,3,Kristen Hastings,South,Office Supplies,Labels,14.40,5,0.00,6.62
CA-2011-163223,2011-03-21,2011,3,Kristen Hastings,South,Office Supplies,Paper,122.97,3,0.00,60.26
CA-2011-163223,2011-03-21,2011,3,Kristen Hastings,South,Office Supplies,Art,9.32,4,0.00,2.70
CA-2011-163223,2011-03-21,2011,3,Kristen Hastings,South,Office Supplies,Binders,122.94,3,0.00,59.01
US-2011-107405,2011-03-21,2011,3,Thomas Seio,South,Office Supplies,Storage,16.27,1,0.20,-3.86
US-2011-155544,2011-03-21,2011,3,Gary McGarr,South,Office Supplies,Labels,59.20,5,0.20,22.20
US-2011-155544,2011-03-21,2011,3,Gary McGarr,South,Furniture,Furnishings,32.95,3,0.20,6.59
US-2011-155544,2011-03-21,2011,3,Gary McGarr,South,Furniture,Chairs,218.38,3,0.20,-10.92
CA-2011-148040,2011-03-22,2011,3,Beth Fritzler,West,Office Supplies,Paper,74.35,3,0.20,23.24
CA-2011-148040,2011-03-22,2011,3,Beth Fritzler,West,Furniture,Chairs,314.35,3,0.20,-35.36
US-2011-129609,2011-03-22,2011,3,Vivian Mathis,Central,Office Supplies,Art,16.28,2,0.00,6.51
US-2011-158057,2011-03-22,2011,3,Craig Carroll,South,Office Supplies,Binders,7.64,4,0.70,-5.86
US-2011-158057,2011-03-22,2011,3,Craig Carroll,South,Office Supplies,Binders,51.47,5,0.70,-39.46
CA-2011-120838,2011-03-23,2011,3,Patrick O'Donnell,West,Office Supplies,Storage,330.40,2,0.00,85.90
